Country,Year,Age,Cause,Pollutant,Measure,Value,Lower Bound,Upper Bound,Units,Life Expectancy (State of global air?),
India,2006,All ages,Lower respiratory infections,Ambient PM,DALYs,677.4945,498.6966,849.7656,"per 100,000",64.966003,
India,2007,All ages,Lower respiratory infections,Ambient PM,DALYs,660.7815,496.9181,825.0156,"per 100,000",65.383003,
India,2008,All ages,Lower respiratory infections,Ambient PM,DALYs,646.9637,486.6648,801.1996,"per 100,000",65.802002,
India,2009,All ages,Lower respiratory infections,Ambient PM,DALYs,627.7067,475.821,773.2496,"per 100,000",66.219002,
India,2010,All ages,Lower respiratory infections,Ambient PM,DALYs,613.8639,463.5404,760.7193,"per 100,000",66.625,
India,2011,All ages,Lower respiratory infections,Ambient PM,DALYs,612.5509,462.1206,750.5659,"per 100,000",67.013,
India,2012,All ages,Lower respiratory infections,Ambient PM,DALYs,566.9721,424.8318,707.8315,"per 100,000",67.376999,
India,2013,All ages,Lower respiratory infections,Ambient PM,DALYs,565.6708,426.4753,697.9606,"per 100,000",67.713997,
India,2014,All ages,Lower respiratory infections,Ambient PM,DALYs,530.359,394.6796,658.8702,"per 100,000",68.021004,
India,2015,All ages,Lower respiratory infections,Ambient PM,DALYs,513.4505,390.0033,639.4829,"per 100,000",68.302002,
India,2016,All ages,Lower respiratory infections,Ambient PM,DALYs,479.1447,363.4785,593.8235,"per 100,000",68.8,
India,2017,All ages,Lower respiratory infections,Ambient PM,DALYs,450.8676,339.4731,559.5566,"per 100,000",,
India,1990,All ages,Lower respiratory infections,Ambient PM,Deaths,13.24409,9.624817,17.57641,"per 100,000",57.915001,
India,1991,All ages,Lower respiratory infections,Ambient PM,Deaths,13.22823,9.851405,17.272,"per 100,000",58.409,
India,1992,All ages,Lower respiratory infections,Ambient PM,Deaths,13.26833,9.774927,17.05583,"per 100,000",58.915001,
India,1993,All ages,Lower respiratory infections,Ambient PM,Deaths,12.96453,9.572547,16.72571,"per 100,000",59.421001,
India,1994,All ages,Lower respiratory infections,Ambient PM,Deaths,12.69171,9.545094,16.35587,"per 100,000",59.921001,
India,1995,All ages,Lower respiratory infections,Ambient PM,Deaths,12.45845,9.270643,16.10129,"per 100,000",60.408001,
India,1996,All ages,Lower respiratory infections,Ambient PM,Deaths,12.29551,9.186547,15.65918,"per 100,000",60.876999,
India,1997,All ages,Lower respiratory infections,Ambient PM,Deaths,12.19505,9.116664,15.41226,"per 100,000",61.327,
India,1998,All ages,Lower respiratory infections,Ambient PM,Deaths,11.95152,8.783672,15.15548,"per 100,000",61.761002,
India,1999,All ages,Lower respiratory infections,Ambient PM,Deaths,11.59367,8.498268,14.59305,"per 100,000",62.179001,
India,2000,All ages,Lower respiratory infections,Ambient PM,Deaths,11.45534,8.416628,14.52735,"per 100,000",62.582001,
India,2001,All ages,Lower respiratory infections,Ambient PM,Deaths,11.36275,8.323425,14.31955,"per 100,000",62.977001,
India,2002,All ages,Lower respiratory infections,Ambient PM,Deaths,11.1088,8.141244,13.86906,"per 100,000",63.368,
India,2003,All ages,Lower respiratory infections,Ambient PM,Deaths,10.89727,8.107483,13.48235,"per 100,000",63.758999,
India,2004,All ages,Lower respiratory infections,Ambient PM,Deaths,10.71529,8.033157,13.41534,"per 100,000",64.153999,
India,2005,All ages,Lower respiratory infections,Ambient PM,Deaths,10.6571,7.959584,13.29692,"per 100,000",64.556,
India,2006,All ages,Lower respiratory infections,Ambient PM,Deaths,10.60289,7.862106,13.23221,"per 100,000",64.966003,
India,2007,All ages,Lower respiratory infections,Ambient PM,Deaths,10.5653,8.000313,12.9974,"per 100,000",65.383003,
India,2008,All ages,Lower respiratory infections,Ambient PM,Deaths,10.57355,8.066976,13.01285,"per 100,000",65.802002,
India,2009,All ages,Lower respiratory infections,Ambient PM,Deaths,10.45356,7.949163,12.85957,"per 100,000",66.219002,
India,2010,All ages,Lower respiratory infections,Ambient PM,Deaths,10.41173,8.007338,12.81749,"per 100,000",66.625,
India,2011,All ages,Lower respiratory infections,Ambient PM,Deaths,10.53557,8.060736,12.87374,"per 100,000",67.013,
India,2012,All ages,Lower respiratory infections,Ambient PM,Deaths,9.92247,7.442703,12.33853,"per 100,000",67.376999,
India,2013,All ages,Lower respiratory infections,Ambient PM,Deaths,10.14524,7.66401,12.43866,"per 100,000",67.713997,
India,2014,All ages,Lower respiratory infections,Ambient PM,Deaths,9.882131,7.504599,12.16262,"per 100,000",68.021004,
India,2015,All ages,Lower respiratory infections,Ambient PM,Deaths,9.876596,7.536611,12.2473,"per 100,000",68.302002,
India,2016,All ages,Lower respiratory infections,Ambient PM,Deaths,9.627354,7.430514,11.93734,"per 100,000",68.8,
India,2017,All ages,Lower respiratory infections,Ambient PM,Deaths,9.453567,7.078227,11.68523,"per 100,000",,
Indonesia,1990,<5 years,Lower respiratory infections,Ambient PM,DALYs,2187.595,1502.825,3099.982,"per 100,000",63.280998,
Indonesia,1991,<5 years,Lower respiratory infections,Ambient PM,DALYs,2125.339,1451.489,2960.554,"per 100,000",63.638,
Indonesia,1992,<5 years,Lower respiratory infections,Ambient PM,DALYs,2044.25,1405.441,2837.512,"per 100,000",63.998001,
Indonesia,1993,<5 years,Lower respiratory infections,Ambient PM,DALYs,1978.793,1352.664,2722.839,"per 100,000",64.352997,
Indonesia,1994,<5 years,Lower respiratory infections,Ambient PM,DALYs,1919.385,1316.348,2656.451,"per 100,000",64.700996,
Indonesia,1995,<5 years,Lower respiratory infections,Ambient PM,DALYs,1837.992,1241.925,2576.04,"per 100,000",65.031998,
Indonesia,1996,<5 years,Lower respiratory infections,Ambient PM,DALYs,1773.05,1231.676,2457.847,"per 100,000",65.338997,
Indonesia,1997,<5 years,Lower respiratory infections,Ambient PM,DALYs,1734.302,1237.156,2397.932,"per 100,000",65.616997,
Indonesia,1998,<5 years,Lower respiratory infections,Ambient PM,DALYs,1730.009,1227.029,2380.384,"per 100,000",65.865997,
Indonesia,1999,<5 years,Lower respiratory infections,Ambient PM,DALYs,1632.29,1155.957,2269.879,"per 100,000",66.086998,
Indonesia,2000,<5 years,Lower respiratory infections,Ambient PM,DALYs,1480.144,1027.462,2052.467,"per 100,000",66.285004,
Indonesia,2001,<5 years,Lower respiratory infections,Ambient PM,DALYs,1399.7,979.4021,1949.757,"per 100,000",66.467003,
Indonesia,2002,<5 years,Lower respiratory infections,Ambient PM,DALYs,1344.803,958.6347,1866.209,"per 100,000",66.642998,
Indonesia,2003,<5 years,Lower respiratory infections,Ambient PM,DALYs,1288.578,928.0987,1792.186,"per 100,000",66.82,
Indonesia,2004,<5 years,Lower respiratory infections,Ambient PM,DALYs,1238.339,899.1302,1704.518,"per 100,000",67.001999,
Indonesia,2005,<5 years,Lower respiratory infections,Ambient PM,DALYs,1160.556,844.0229,1614.149,"per 100,000",67.191002,
Indonesia,2006,<5 years,Lower respiratory infections,Ambient PM,DALYs,1096.168,809.6074,1501.286,"per 100,000",67.386002,
Indonesia,2007,<5 years,Lower respiratory infections,Ambient PM,DALYs,1035.324,761.1977,1410.193,"per 100,000",67.581001,
Indonesia,2008,<5 years,Lower respiratory infections,Ambient PM,DALYs,988.7934,725.908,1338.751,"per 100,000",67.775002,
Indonesia,2009,<5 years,Lower respiratory infections,Ambient PM,DALYs,913.3417,661.369,1230.08,"per 100,000",67.963997,
Indonesia,2010,<5 years,Lower respiratory infections,Ambient PM,DALYs,822.7932,584.3514,1123.23,"per 100,000",68.150002,
Indonesia,2011,<5 years,Lower respiratory infections,Ambient PM,DALYs,758.4384,532.2478,1035.982,"per 100,000",68.331001,
Indonesia,2012,<5 years,Lower respiratory infections,Ambient PM,DALYs,710.2188,501.0807,988.3843,"per 100,000",68.509003,
Indonesia,2013,<5 years,Lower respiratory infections,Ambient PM,DALYs,621.899,435.6251,867.6897,"per 100,000",68.683998,
Indonesia,2014,<5 years,Lower respiratory infections,Ambient PM,DALYs,559.3351,385.4778,776.5772,"per 100,000",68.856003,
Indonesia,2015,<5 years,Lower respiratory infections,Ambient PM,DALYs,530.2366,364.2684,739.6942,"per 100,000",69.025002,
Indonesia,2016,<5 years,Lower respiratory infections,Ambient PM,DALYs,489.3515,337.0067,692.9221,"per 100,000",69.3,
Indonesia,2017,<5 years,Lower respiratory infections,Ambient PM,DALYs,469.2458,319.1104,649.3482,"per 100,000",,
Indonesia,1990,<5 years,Lower respiratory infections,Ambient PM,Deaths,25.11658,17.25347,35.56085,"per 100,000",63.280998,
Indonesia,1991,<5 years,Lower respiratory infections,Ambient PM,Deaths,24.39914,16.65033,33.97534,"per 100,000",63.638,
Indonesia,1992,<5 years,Lower respiratory infections,Ambient PM,Deaths,23.46535,16.1322,32.57196,"per 100,000",63.998001,
Indonesia,1993,<5 years,Lower respiratory infections,Ambient PM,Deaths,22.70782,15.51382,31.2476,"per 100,000",64.352997,
Indonesia,1994,<5 years,Lower respiratory infections,Ambient PM,Deaths,22.01763,15.09865,30.45829,"per 100,000",64.700996,
Indonesia,1995,<5 years,Lower respiratory infections,Ambient PM,Deaths,21.07729,14.23318,29.52742,"per 100,000",65.031998,
Indonesia,1996,<5 years,Lower respiratory infections,Ambient PM,Deaths,20.33076,14.12342,28.17634,"per 100,000",65.338997,
Indonesia,1997,<5 years,Lower respiratory infections,Ambient PM,Deaths,19.88765,14.18797,27.48366,"per 100,000",65.616997,
Indonesia,1998,<5 years,Lower respiratory infections,Ambient PM,Deaths,19.83913,14.069,27.29476,"per 100,000",65.865997,
Indonesia,1999,<5 years,Lower respiratory infections,Ambient PM,Deaths,18.71547,13.25668,26.03444,"per 100,000",66.086998,
Indonesia,2000,<5 years,Lower respiratory infections,Ambient PM,Deaths,16.96696,11.77785,23.52789,"per 100,000",66.285004,
Indonesia,2001,<5 years,Lower respiratory infections,Ambient PM,Deaths,16.04282,11.21869,22.34983,"per 100,000",66.467003,
Indonesia,2002,<5 years,Lower respiratory infections,Ambient PM,Deaths,15.41184,10.98037,21.37166,"per 100,000",66.642998,
Indonesia,2003,<5 years,Lower respiratory infections,Ambient PM,Deaths,14.76586,10.63912,20.52902,"per 100,000",66.82,
Indonesia,2004,<5 years,Lower respiratory infections,Ambient PM,Deaths,14.19041,10.29952,19.52983,"per 100,000",67.001999,
Indonesia,2005,<5 years,Lower respiratory infections,Ambient PM,Deaths,13.29533,9.668686,18.48193,"per 100,000",67.191002,
Indonesia,2006,<5 years,Lower respiratory infections,Ambient PM,Deaths,12.5533,9.26883,17.19335,"per 100,000",67.386002,
Indonesia,2007,<5 years,Lower respiratory infections,Ambient PM,Deaths,11.85135,8.715189,16.12678,"per 100,000",67.581001,
Indonesia,2008,<5 years,Lower respiratory infections,Ambient PM,Deaths,11.31401,8.30393,15.31013,"per 100,000",67.775002,
Indonesia,2009,<5 years,Lower respiratory infections,Ambient PM,Deaths,10.44467,7.560496,14.06866,"per 100,000",67.963997,
Indonesia,2010,<5 years,Lower respiratory infections,Ambient PM,Deaths,9.403474,6.680084,12.83573,"per 100,000",68.150002,
Indonesia,2011,<5 years,Lower respiratory infections,Ambient PM,Deaths,8.663565,6.08223,11.85237,"per 100,000",68.331001,
Indonesia,2012,<5 years,Lower respiratory infections,Ambient PM,Deaths,8.10824,5.724081,11.26958,"per 100,000",68.509003,
Indonesia,2013,<5 years,Lower respiratory infections,Ambient PM,Deaths,7.095946,4.979667,9.913369,"per 100,000",68.683998,
Indonesia,2014,<5 years,Lower respiratory infections,Ambient PM,Deaths,6.377805,4.39625,8.867814,"per 100,000",68.856003,
Indonesia,2015,<5 years,Lower respiratory infections,Ambient PM,Deaths,6.042296,4.150123,8.435179,"per 100,000",69.025002,
Indonesia,2016,<5 years,Lower respiratory infections,Ambient PM,Deaths,5.574404,3.839487,7.898735,"per 100,000",69.3,
Indonesia,2017,<5 years,Lower respiratory infections,Ambient PM,Deaths,5.344597,3.630187,7.38758,"per 100,000",,
Indonesia,1990,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,38.95133,22.98259,58.58476,"per 100,000",63.280998,
Indonesia,1991,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,41.08255,24.81907,61.02265,"per 100,000",63.638,
Indonesia,1992,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,43.25533,25.97354,64.19361,"per 100,000",63.998001,
Indonesia,1993,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,45.24947,27.64299,67.28807,"per 100,000",64.352997,
Indonesia,1994,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,47.37356,29.40789,70.60462,"per 100,000",64.700996,
Indonesia,1995,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,49.38835,30.03222,73.6765,"per 100,000",65.031998,
Indonesia,1996,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,51.79843,31.69681,76.38423,"per 100,000",65.338997,
Indonesia,1997,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,53.97367,33.08455,79.07894,"per 100,000",65.616997,
Indonesia,1998,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,55.60199,33.87065,81.42549,"per 100,000",65.865997,
Indonesia,1999,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,56.9478,34.55033,83.42181,"per 100,000",66.086998,
Indonesia,2000,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,58.29178,34.83962,84.90172,"per 100,000",66.285004,
Indonesia,2001,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,60.33864,36.25299,87.34803,"per 100,000",66.467003,
Indonesia,2002,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,62.70354,37.77669,90.4525,"per 100,000",66.642998,
Indonesia,2003,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,64.92436,39.25835,94.26497,"per 100,000",66.82,
Indonesia,2004,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,66.97909,40.93603,97.58101,"per 100,000",67.001999,
Indonesia,2005,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,68.55617,41.60119,100.0761,"per 100,000",67.191002,
Indonesia,2006,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,70.71636,43.17416,102.6211,"per 100,000",67.386002,
Indonesia,2007,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,72.49307,43.58828,105.6212,"per 100,000",67.581001,
Indonesia,2008,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,73.51816,44.55603,105.9373,"per 100,000",67.775002,
Indonesia,2009,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,74.43552,44.40675,107.5174,"per 100,000",67.963997,
Indonesia,2010,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,75.21903,44.76133,110.75,"per 100,000",68.150002,
Indonesia,2011,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,77.26599,44.75071,114.1641,"per 100,000",68.331001,
Indonesia,2012,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,79.22456,48.20488,116.9247,"per 100,000",68.509003,
Indonesia,2013,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,76.83833,44.81137,111.8485,"per 100,000",68.683998,
Indonesia,2014,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,77.09885,44.50241,114.0546,"per 100,000",68.856003,
Indonesia,2015,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,81.13911,46.46632,121.3373,"per 100,000",69.025002,
Indonesia,2016,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,82.84866,47.10538,124.0432,"per 100,000",69.3,
Indonesia,2017,All ages,Chronic obstructive pulmonary disease,Ambient PM,DALYs,86.21382,49.40176,129.1213,"per 100,000",,
Indonesia,1990,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.214259,0.672424,1.844914,"per 100,000",63.280998,
Indonesia,1991,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.28137,0.72661,1.956581,"per 100,000",63.638,
Indonesia,1992,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.354798,0.771852,2.058128,"per 100,000",63.998001,
Indonesia,1993,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.422907,0.825657,2.147542,"per 100,000",64.352997,
Indonesia,1994,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.496745,0.872787,2.24972,"per 100,000",64.700996,
Indonesia,1995,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.570809,0.90674,2.377412,"per 100,000",65.031998,
Indonesia,1996,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.657511,0.957552,2.515279,"per 100,000",65.338997,
Indonesia,1997,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.748219,1.022332,2.601469,"per 100,000",65.616997,
Indonesia,1998,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.821197,1.065722,2.739583,"per 100,000",65.865997,
Indonesia,1999,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.880304,1.083866,2.817416,"per 100,000",66.086998,
Indonesia,2000,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,1.932733,1.102982,2.918741,"per 100,000",66.285004,
Indonesia,2001,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.002817,1.151645,2.992162,"per 100,000",66.467003,
Indonesia,2002,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.0918,1.203746,3.106573,"per 100,000",66.642998,
Indonesia,2003,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.177597,1.260692,3.217846,"per 100,000",66.82,
Indonesia,2004,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.256919,1.311362,3.343165,"per 100,000",67.001999,
Indonesia,2005,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.320492,1.35044,3.449829,"per 100,000",67.191002,
Indonesia,2006,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.403917,1.419004,3.527388,"per 100,000",67.386002,
Indonesia,2007,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.480885,1.485958,3.638534,"per 100,000",67.581001,
Indonesia,2008,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.482385,1.475715,3.644535,"per 100,000",67.775002,
Indonesia,2009,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.491053,1.484137,3.658901,"per 100,000",67.963997,
Indonesia,2010,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.49983,1.491144,3.693938,"per 100,000",68.150002,
Indonesia,2011,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.553418,1.503299,3.763181,"per 100,000",68.331001,
Indonesia,2012,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.587866,1.560392,3.900205,"per 100,000",68.509003,
Indonesia,2013,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.492298,1.456495,3.673543,"per 100,000",68.683998,
Indonesia,2014,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.477058,1.436742,3.679362,"per 100,000",68.856003,
Indonesia,2015,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.59901,1.495461,3.889909,"per 100,000",69.025002,
Indonesia,2016,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.657493,1.517449,3.988574,"per 100,000",69.3,
Indonesia,2017,All ages,Chronic obstructive pulmonary disease,Ambient PM,Deaths,2.768033,1.562712,4.147676,"per 100,000",,
